pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_eqt,st_teff,st_rad,st_mass,sy_dist
61 Vir c,61 Vir,1,3,Radial Velocity,2009,38.021,4.46,18.2,,5577.0,0.963,0.942,8.50332
61 Vir d,61 Vir,1,3,Radial Velocity,2009,123.01,5.11,22.9,,5577.0,0.963,0.942,8.50332
HD 134987 c,HD 134987,1,2,Radial Velocity,2009,5000.0,13.9,260.0,,5585.0,1.25,1.1,26.1804
HD 110014 b,HD 110014,1,1,Radial Velocity,2009,835.477,12.4,3524.59,,4445.0,20.9,2.17,100.758
HIP 79431 b,HIP 79431,1,1,Radial Velocity,2009,111.7,13.4,667.415,,3191.0,0.478625,0.49,14.5324
HD 148156 b,HD 148156,1,1,Radial Velocity,2009,1027.0,13.9,270.144,,6308.0,1.21,1.22,57.1289
gam1 Leo b,gam1 Leo,2,1,Radial Velocity,2009,428.5,12.5,2790.43,,4330.0,31.88,1.23,39.8883
HAT-P-12 b,HAT-P-12,1,1,Transit,2009,3.2130598,10.749,67.059,963.0,4650.0,0.701,0.733,142.751
HD 156411 b,HD 156411,1,1,Radial Velocity,2009,842.2,14.0,235.18,,5900.0,2.16,1.25,56.8655
BD+20 2457 b,BD+20 2457,1,2,Radial Velocity,2009,379.63,12.1,6807.63,,4137.0,49.0,2.8,1539.71
HD 240210 b,HD 240210,1,1,Radial Velocity,2009,501.75,12.8,1655.82,,4297.0,25.456816,0.82,372.405
CoRoT-5 b,CoRoT-5,1,1,Transit,2009,4.0378962,15.558,148.42,1438.0,6100.0,1.186,1.0,882.472
GJ 1214 b,GJ 1214,1,1,Transit,2009,1.580404531,2.733,8.41,567.0,3101.0,0.2162,0.182,14.6427
HD 187123 c,HD 187123,1,2,Radial Velocity,2008,3810.0,13.2,912.16752809,,5790.0,1.15043,1.04,45.9548
WASP-5 b,WASP-5,1,1,Transit,2008,1.6284279,12.184,502.15,1706.0,5700.0,1.029,0.96,309.137
OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,1,2,Microlensing,2008,1788.5,14.0,231.0,82.0,,,0.51,1510.0
HD 179079 b,HD 179079,1,1,Radial Velocity,2008,14.479,,4195.3349724,,5646.0,1.63,1.14,69.7116
HD 181433 b,HD 181433,1,3,Radial Velocity,2008,9.3743,,1708.64551603,,4918.0,0.79,0.63,26.8762
HD 181433 c,HD 181433,1,3,Radial Velocity,2008,962.0,,2207.00045821,,4962.0,0.79,0.78,26.8762
HD 181433 d,HD 181433,1,3,Radial Velocity,2008,2172.0,13.2,858.1366989,,4962.0,0.79,0.78,26.8762
HD 7924 b,HD 7924,1,3,Radial Velocity,2008,5.39792,,2058.25676373,825.9,5131.0,0.78,0.65,16.9922
USco CTIO 108 b,USco CTIO 108,1,1,Imaging,2008,,12.3,4449.62,,2700.0,0.345365,0.06,144.019
HD 183263 c,HD 183263,1,2,Radial Velocity,2008,4667.97841,12.5,2958.98246917,,5948.0,1.23,1.06,54.1955
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,1.7429935,16.432,1102.82,1521.0,5625.0,0.906,0.96,213.283
HR 8799 c,HR 8799,1,4,Imaging,2008,69000.0,13.0,3000.0,1200.0,7204.58,1.49338,1.5,41.2441
HAT-P-11 b,HAT-P-11,1,2,Transit,2008,4.888,4.36,25.0,838.0,4653.0,0.683,0.811,37.7647
HR 8799 d,HR 8799,1,4,Imaging,2008,37000.0,13.0,3000.0,1300.0,7204.58,1.49338,1.5,41.2441
WASP-7 b,WASP-7,1,1,Transit,2008,4.9546416,14.90797,305.1168,1487.0,6400.0,1.432,1.276,162.303
MOA-2007-BLG-192L b,MOA-2007-BLG-192L,1,1,Microlensing,2008,,1.63,3.3,,,,0.06,1000.0
HD 11964 c,HD 11964,2,2,Radial Velocity,2008,37.91,5.38,25.0,,5303.0,2.00971,0.91,33.5369
FU Tau b,FU Tau,1,1,Imaging,2008,,12.2,5085.28,2375.0,2838.0,,0.05,133.4950466
HAT-P-7 b,HAT-P-7,2,1,Transit,2008,2.20474,16.92559,584.8072,2733.0,6389.0,2.0,1.56,341.079
CoRoT-3 b,CoRoT-3,1,1,Transit,2008,4.2568,11.32,6883.91,1695.0,6740.0,1.56,1.37,768.771
HD 205739 b,HD 205739,1,1,Radial Velocity,2008,279.8,13.6,435.41,,6176.0,1.33,1.22,92.5087
HD 16417 b,HD 16417,2,1,Radial Velocity,2008,17.24,5.0,22.1,,5841.0,1.639984,1.2,25.3936
GJ 832 b,GJ 832,1,1,Radial Velocity,2008,3853.0,13.8,314.65012293,,3472.0,0.441557,0.45,4.96435
HD 45652 b,HD 45652,1,1,Radial Velocity,2008,44.073,14.3,137.62039,,5294.0,0.94,0.92,34.8541
HD 47186 c,HD 47186,1,2,Radial Velocity,2008,1353.6,13.0,111.42,,5657.0,1.08,0.96,37.4574
WASP-10 b,WASP-10,1,1,Transit,2008,3.0927616,12.106,1001.12,1370.0,4675.0,0.698,0.75,140.998
1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,1,Imaging,2008,,18.647,3000.0,1700.0,4060.0,1.31316,0.85,139.135
HD 17156 b,HD 17156,1,1,Radial Velocity,2007,21.2164294,1.094,1036.12060682,888.0,6046.0,1.517,1.285,78.0863
HD 155358 c,HD 155358,1,2,Radial Velocity,2007,391.9,13.9,261.0,,5900.0,1.38,0.92,43.6197
V0391 Peg b,V0391 Peg,1,1,Pulsation Timing Variations,2007,1170.0,13.1,1017.056,,29300.0,0.23,0.5,1195.98
WASP-1 b,WASP-1,2,1,Transit,2007,2.5199454,16.623,271.415,1812.0,6110.0,1.47,1.24,393.072
OGLE-TR-211 b,OGLE-TR-211,1,1,Transit,2007,3.67724,15.244,327.351,1686.0,6325.0,1.64,1.33,1515.26
TrES-3 b,TrES-3,1,1,Transit,2007,1.30618581,14.975,607.03,1638.0,5650.0,0.829,0.928,231.337
GJ 674 b,GJ 674,1,1,Radial Velocity,2007,4.6938,3.33,11.09,,3600.0,0.36463,0.35,4.54896
HAT-P-4 b,HAT-P-4,2,1,Transit,2007,3.056536,14.28,213.255,1686.0,5860.0,1.596,1.248,320.451
HD 221287 b,HD 221287,1,1,Radial Velocity,2007,456.1,13.1,982.05,,6304.0,1.13864,1.25,55.9231
HD 70573 b,HD 70573,1,1,Radial Velocity,2007,851.8,12.8,1900.0,,5737.0,0.976919,1.0,59.182
HAT-P-2 b,HAT-P-2,1,2,Transit,2007,5.6335158,10.659759,2866.81223114,1540.0,6380.0,1.39,1.33,127.774
Lupus-TR-3 b,Lupus-TR-3,1,1,Transit,2007,3.91405,9.976,257.431,,5000.0,0.82,0.87,773.409
HAT-P-1 b,HAT-P-1,2,1,Transit,2006,4.46529976,14.784671,166.86075,1322.0,5980.0,1.174,1.151,158.979
TrES-2 b,TrES-2,2,1,Transit,2006,2.47063,15.24424,473.5667,1466.0,5850.0,1.12,1.36,215.32
OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,1,1,Microlensing,2006,,3.84,14.1,,,,0.69,4100.0
HD 154345 b,HD 154345,1,1,Radial Velocity,2006,3341.55884,13.7,378.21580433,,5468.0,0.85,0.71,18.284
SWEEPS-11 b,SWEEPS-11,1,1,Transit,2006,1.796,12.666,3082.82,,,1.45,1.1,8500.0
HN Peg b,HN Peg,1,1,Imaging,2006,,11.7768,6991.57,,6186.0,1.006954,1.08,18.1186
HIP 14810 c,HIP 14810,1,3,Radial Velocity,2006,147.747,13.6,416.3573,,5544.0,1.07,1.01,50.48
HD 69830 d,HD 69830,1,3,Radial Velocity,2006,197.0,4.45,18.1,,5385.0,0.886947,0.86,12.5591
HD 24040 b,HD 24040,1,2,Radial Velocity,2006,3668.0,12.9,1589.142035,,5802.0,1.3,1.11,46.6224
CHXR 73 b,CHXR 73,1,1,Imaging,2006,,12.3,3994.486,,3099.0,,0.35,190.374
HD 224693 b,HD 224693,1,1,Radial Velocity,2006,26.6904,14.0,222.481,,5894.0,1.93,1.31,93.5015
HD 33283 b,HD 33283,2,1,Radial Velocity,2006,18.1991,12.5,104.56607,,5935.0,1.97,1.38,89.8623
HD 69830 c,HD 69830,1,3,Radial Velocity,2006,31.56,3.46,11.8,,5385.0,0.886947,0.86,12.5591
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,1,1,Microlensing,2005,,13.0,1200.0,55.0,,,0.46,3200.0
HD 73526 c,HD 73526,1,2,Radial Velocity,2005,379.1,13.3,715.09,,5601.0,1.53,1.014,97.2396
HD 217107 c,HD 217107,1,2,Radial Velocity,2005,4270.0,12.9,1430.2278315,,5575.0,1.19931,0.98,20.0619
HD 27894 b,HD 27894,1,3,Radial Velocity,2005,18.01939,14.1,196.73578393,,4875.0,0.891767,0.81,43.8214
GJ 876 d,GJ 876,1,4,Radial Velocity,2005,1.93778,2.51,6.83,,3293.74,0.3,0.32,4.67517
OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,1,1,Microlensing,2005,3285.0,2.21,5.5,50.0,,,0.22,6600.0
HD 33564 b,HD 33564,1,1,Radial Velocity,2005,388.0,12.5,2892.1,,6250.0,1.4367,1.25,20.9531
HIP 14810 b,HIP 14810,1,3,Radial Velocity,2005,6.673892,13.0,1239.537,,5544.0,1.07,1.01,50.48
HD 107148 b,HD 107148,2,2,Radial Velocity,2005,48.056,9.6,66.741,,5797.0,1.169193,1.12,49.4156
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,2.64388312,4.17,22.1,686.0,3586.11,0.455,0.47,9.75321
55 Cnc c,55 Cnc,2,7,Radial Velocity,2004,44.3936,8.51,54.4738,,5198.0,0.98,1.015,12.5855
HD 183263 b,HD 183263,1,2,Radial Velocity,2004,624.87404,13.1,1103.1824007,,5948.0,1.23,1.06,54.1955
OGLE-TR-10 b,OGLE-TR-10,1,1,Transit,2004,3.101278,14.011,197.046,1702.0,5950.0,1.17,1.14,1344.97
OGLE-TR-111 b,OGLE-TR-111,1,1,Transit,2004,4.0144463,11.421971,174.799,1019.0,5040.0,0.83,0.82,1068.33
2MASS J12073346-3932539 b,2MASS J12073346-3932539,1,1,Imaging,2004,,12.9,1589.15,1250.0,2825.0,0.21887,0.024,64.308
GQ Lup b,GQ Lup,1,1,Imaging,2004,,33.6,6356.0,2650.0,4360.0,1.94153,0.7,151.169
HD 37605 b,HD 37605,1,2,Radial Velocity,2004,55.01292,13.2,854.9627,,5329.0,0.91,0.94,46.7864
HD 45350 b,HD 45350,1,1,Radial Velocity,2004,963.6,13.5,568.89,,5566.0,1.26442,0.98,46.8733
OGLE-TR-113 b,OGLE-TR-113,1,1,Transit,2004,1.4324752,12.251,400.449,1342.0,4790.0,0.774,0.779,566.459
HD 216770 b,HD 216770,1,1,Radial Velocity,2003,118.45,14.1,181.1631,,5399.0,0.93,0.74,36.6625
HD 147513 b,HD 147513,2,1,Radial Velocity,2003,528.4,13.7,385.0,,5883.0,0.98,1.11,12.9032
HD 19994 b,HD 19994,3,1,Radial Velocity,2003,466.2,13.6,435.41,,6188.0,1.79647,1.365,22.5242
HD 82943 b,HD 82943,1,2,Radial Velocity,2003,441.47,13.5,534.25,,5935.0,1.1826,1.08,27.5902
HD 82943 c,HD 82943,1,2,Radial Velocity,2003,220.078,13.4,622.603,,5935.0,1.1826,1.08,27.5902
HD 72659 b,HD 72659,1,2,Radial Velocity,2002,3549.39854,13.2,949.67128012,,5932.0,1.46,1.09,51.8949
HD 141937 b,HD 141937,1,1,Radial Velocity,2002,653.21997,11.9,8714.85491994,,5870.0,1.03,1.09,33.3622
HD 12661 c,HD 12661,1,2,Radial Velocity,2002,1708.0,13.2,899.45439181,,5748.0,1.11,1.02,37.8478
HD 168746 b,HD 168746,1,1,Radial Velocity,2002,6.404,11.1,85.8141,900.0,5570.0,1.09,1.07,41.5681
HD 47536 b,HD 47536,1,1,Radial Velocity,2002,712.13,12.6,2330.0,,4380.0,23.47,2.1,122.536
HD 80606 b,HD 80606,2,1,Radial Velocity,2001,111.436765,11.56766808,1323.46926959,405.0,5565.0,1.05,1.05,66.4711
HD 68988 b,HD 68988,1,2,Radial Velocity,2001,6.27711,13.4,626.1251,,5932.0,1.19,1.28,60.8447
HD 114783 b,HD 114783,1,2,Radial Velocity,2001,493.7,13.7,349.6,,5135.0,0.840622,0.853,21.0628
47 UMa c,47 UMa,1,3,Radial Velocity,2001,2391.0,14.2,171.621,,5872.0,1.21334,1.06,13.7967
HD 27442 b,HD 27442,2,1,Radial Velocity,2000,428.1,13.5,495.8,,4846.0,3.18,1.23,18.2704
GJ 3021 b,GJ 3021,2,1,Radial Velocity,2000,133.71,13.1,1071.04,350.0,5540.0,0.9,0.9,17.5559
HD 12661 b,HD 12661,1,2,Radial Velocity,2000,262.70862,13.3,772.3269,,5645.0,1.2,1.2,37.8478
HD 168443 c,HD 168443,1,2,Radial Velocity,2000,1753.1096,12.2,5500.33841154,,5491.0,1.711479,0.98,39.6245
HD 46375 b,HD 46375,2,1,Radial Velocity,2000,3.023573,10.0,71.8,,5285.0,0.914196,0.92,29.5529
ups And d,ups And,2,3,Radial Velocity,1999,1276.46,12.5,3257.74117175,,6156.77,1.56,1.3,13.4054
ups And c,ups And,2,3,Radial Velocity,1999,241.258,12.3,4443.24112986,,6156.77,1.56,1.3,13.4054
HD 217107 b,HD 217107,1,2,Radial Velocity,1998,7.12682,13.6,413.179,,5622.0,1.11,1.0,20.0619
HD 187123 b,HD 187123,1,2,Radial Velocity,1998,3.0965828,14.2,166.218,,5790.0,1.15043,1.04,45.9548
HD 168443 b,HD 168443,1,2,Radial Velocity,1998,58.11187,12.6,2424.3950886,,5491.0,1.711479,0.98,39.6245
GJ 876 b,GJ 876,1,4,Radial Velocity,1998,61.1166,13.3,723.2235,,3293.74,0.3,0.32,4.67517
47 UMa b,47 UMa,1,3,Radial Velocity,1996,1078.0,13.2,804.08,,5872.0,1.21334,1.06,13.7967
PSR B1257+12 b,PSR B1257+12,1,3,Pulsar Timing,1994,25.262,0.338,0.02,,,,1.4,600.0
PSR B1257+12 d,PSR B1257+12,1,3,Pulsar Timing,1992,98.2114,1.8,3.9,,,,1.4,600.0
